reviewer,rating,date,text,source,company,response
jaberana,1,2020-12-29,"1.In kisumu this application keeps on buffering by the time you get online or order a cab you’ll have waited for ten minutes while your competitor   ‘Bolt ’ is instant. 
2.Train your drivers in kisumu.
3.Do a lot of marketing so that you are known just like your competitors are doing. Just a matter of time you may loose your loyal clients.",app_store,little,False
Betty Wanjiru,1,2020-12-22,"I have been wondering for days why my trip cost is always higher than what was initially approximated only to discover on the app it always shows 20Kes per Km and the final bill is 30Kes per Km. This is a scam, be honest with your pricing because either way we will discover. Definitely not using Little again.",app_store,little,False
<mto>,5,2020-12-13,Getting a ride for a friend or relative is so difficult! Putting the pick up point and drop point keeps getting overridden by Little. It therefore takes so long and so many tries to get it right. Please know that this is Kenya. Sometimes we use your services for our relatives and friends. Make it easier to request a ride for loved one.,app_store,little,False
mmk huk,1,2020-12-03,"Super expensive , rate on the app does not match rate after the trip",app_store,little,False
KenMuasya22,5,2020-11-26,"Hi I would like to know whether there is a driver application for iOS, thanks",app_store,little,False
paachylola,1,2020-11-26,"I was thoroughly embarrassed at the food court while trying to redeem points from my food wallet it just didn’t work even after sending a mail to customer care and they promised to fix the error it’s been over a month yet nothing has changed 
I can’t even load points onto my wallet this is totally unacceptable  they really should have a rethink about this business!",app_store,little,False
Nav1973,4,2020-11-20,Very pleasant journey from the hospital with a very knowledgeable and friendly person..really enjoyed the ride back..thank you for what you do and keep it up,app_store,little,False
ayitso,5,2020-11-16,Corporate rides keep creating a challenge the app is very disappointing,app_store,little,False
sir-mart,2,2020-11-11,"Please develop the driver app for I phone users.
Riders have it why not the driver? It’s been long now and you have been in business. 

We need The driver app on iPhone as well",app_store,little,False
Wanyee road,1,2020-11-06,Downloaded this app a while ago to try it only to find out it doesn't open. Now they have discounts and app doesn't work I wonder how people will redeem their vouchers 🤔,app_store,little,False
Kk Kenya,5,2020-10-27,"Great app and innovative ideas like ambulance, and little van",app_store,little,False
LeRunningSloth,1,2020-10-26,This is literally the most expensive and worst cab app ever.,app_store,little,False
breysah,5,2020-10-24,Really nice.. I enjoyed it. Will be riding it again.,app_store,little,False
cakes and creams,1,2020-10-22,"Today I took my first ride with this app after having a discount of 150/-  in my wallet account. My female driver named Julita in SILVER TOYOTA PASSO was very rude and she used a longer route aside from the one on the map and went ahead to charge me the full amout claiming that “habebangi bure”, meaning she does not carry for free. The 150/- in my wallet account was still transferred to her account. 

I filed a complaint but still no response.",app_store,little,False
Butcherhaha,5,2020-10-15,Pls develop a driver app fr ios users,app_store,little,False
kawallah,5,2020-10-04,It’s good to ride with little cub,app_store,little,False
scam revealer,1,2020-10-01,I don't understand why they gave an estimate of 540 to 600 then later end trip to kes 750.,app_store,little,False
husbsnjdj,1,2020-08-27,Took longer route hence overcharged,app_store,little,False
karakahu,5,2020-08-19,Your drive took the longest route!!! Intentionally. I was busy on phone only to find myself in a back route in ruaka ! How do you travel to ruaka from ridgeways when you are heading to UN close ? Worse experience ever,app_store,little,False
watumbili,1,2020-08-17,"You will end up paying higher than the estimated  fare price .
Their rival Bolt cabs the fare is accurate and doesn’t change .",app_store,little,False
Sheikh paradisantas,5,2020-07-31,Cool person,app_store,little,False
barasaxi,1,2020-06-08,This app is very unreliable. This app is not user friendly. You still need to owk on the UI. You need the live feedback and constant communication with your clients. I managed to order but I couldn’t track and know where my order was or whether it was coming or not. It did not come and I couldn’t communicate with customer care to find out the issue. Fix that and get me my refund. That was a scam‼️‼️‼️.,app_store,little,False
Shodjenkins,5,2020-05-30,Little driver are always unhappy for several reasons frustrating us customers,app_store,little,False
ArifMuhashammi,3,2020-05-23,Ever since the new update the app isn’t working.,app_store,little,False
ngashgaga,5,2020-05-15,Best local app in town I love it  ❤️,app_store,little,False
wanjoh,5,2020-05-08,"He’s a professional driver,
Very clean car
👌",app_store,little,False
Kaysums,5,2020-05-04,The corporate feature is great.,app_store,little,False
iphone-user 1,5,2020-04-20,Great service,app_store,little,False
wambuli,5,2020-04-16,Little cab helped during my labor pains thanks a lot I had my little baby 10mins to midnight be blessed.,app_store,little,False
littleusernotyet,4,2020-04-08,Is it possible to bill a credit/debit card as is the case with Uber and Bolt?,app_store,little,False
Abdulrahman Edle,4,2020-03-14,The driver was intruding and advancing in the client.,app_store,little,False
Heri Agape,5,2020-02-10,I was a bit skeptical of this category at first till I decided to use it last week. I was a bit tired coming from work and thought it best to try it then. A courteous driver showed up and drove me home all the while paying attention to how he drove my car (I love it and can’t stand anyone disrespecting it by driving carelessly). All in all thanks Little for this service,app_store,little,False
"A , E, M",5,2020-02-06,Driver ask for much more the fare with excuse that the application is miss behave,app_store,little,False
BJCJEJ,4,2020-01-18,Good. Thank you.,app_store,little,False
MrsKamuro,5,2020-01-01,Great cab service. Any form of complaints on drivers or charges are responded to promptly. Plus the app has an SOS button in case anything happens during the trip. I feel safer using Littlecab,app_store,little,False
Kamojaa,3,2019-12-10,"App works great. However, a common issue I have experienced is Drivers and Riders could improve on communication especially when uninterested in taking trips. Timely cancellation ought to be encouraged to avoid inconveniences to the clients.",app_store,little,False
Fenya!,5,2019-12-06,I have been overcharged by Kshs 175. You had indicated 200-225. Please refund Kshs. 175.,app_store,little,False
ndungep,5,2019-11-15,"Hello, I  have used little but I didn’t get the receipt, I emailed the customer service but they haven’t gotten back to me yet. I’m in need of the receipt for surrendering purpose in office.",app_store,little,False
rckplgt,5,2019-11-07,I can’t select mpesa as source of funds; hence can’t book since I don’t have little coins.,app_store,little,False
Ngugi Gatua,1,2019-09-30,The app doesn’t work on IOS 13.0 and it’s very inconveniencing to those of us who use corporate,app_store,little,False
@IMMMM,2,2019-09-30,Crushing on launch on iOs 13,app_store,little,False
Brian_Maleek,1,2019-09-29,"Since the last update the app keeps on crashing. So I offloaded the app and downloaded it again, unfortunately I can’t get past the mobile phone registration, the app crashes there after.",app_store,little,False
Ka$he,1,2019-09-28,"On downloading the new app, i am unable to get started. When i key in my phone number and click “next” so as to get a verification code, the app exits, and returns me to the homepage. Please review.",app_store,little,False
KOwino,1,2019-09-27,New app is crashing on IOS 13.0,app_store,little,False
Goodman1050,1,2019-09-26,App is still not optimized for iOS 13.1 and it won’t launch or even run. Done with it!!🤷🏽‍♂️,app_store,little,False
Dush.,4,2019-09-01,"The new updates is impressive, but I am experiencing app crashes when using  version 9.7 of the app on iOS 12.1.4. 

It crashes whenever location isn’t enabled. 
Typing location manually doesn’t seem to work. 

Something the developers can look into? 

Regards.",app_store,little,False
